article,author,url,DOI,year
Applications of AI to Age-Related Macular Degeneration: a case study and a brief review,"Han Wang;
Kelvin Kam Lung Chong;
Zefeng Li",https://ieeexplore.ieee.org/document/9853318/,10.1109/ICCEAI55464.2022.00125,Year: 2022
"EXPANSE, A Continual Deep Learning System; Research Proposal","Mohammadreza Iman;
Khaled Rasheed;
Hamid R. Arabnia",https://ieeexplore.ieee.org/document/9799105/,10.1109/CSCI54926.2021.00103,Year: 2021
Practice and Exploration of Artificial Intelligence Education in Chinese Universities Based on the STEAM Concept,"Qingyang Xu;
Ying Zhi;
Zhonghua Qi;
Xiaoli Wen",https://ieeexplore.ieee.org/document/9610495/,10.1109/CIPAE53742.2021.00012,Year: 2021
Trends in Artificial Emotional Intelligence Technology and Application,"Yongmin Song;
Phuong Huy Tung;
Beonghwa Jeon",https://ieeexplore.ieee.org/document/9900716/,10.1109/BCD54882.2022.9900716,Year: 2022
Research on Intimacy between Teachers and Students in English Classrooms in the Context of Artificial Intelligence,Jingtai Li,https://ieeexplore.ieee.org/document/9759954/,10.1109/FoNeS-AIoT54873.2021.00019,Year: 2021
Application of Artificial Intelligence in Computer Network Technology in big data era,Deyong Jiang,https://ieeexplore.ieee.org/document/9516548/,10.1109/BDACS53596.2021.00063,Year: 2021
Analysis on the Connection Between Nonplayer Character And Artificial Intelligence,Mengze Zhao,https://ieeexplore.ieee.org/document/9424859/,10.1109/ICHCI51889.2020.00030,Year: 2020
Augmented Intelligence: Surveys of Literature and Expert Opinion to Understand Relations Between Human Intelligence and Artificial Intelligence,"Kok-Lim Alvin Yau;
Heejeong Jasmine Lee;
Yung-Wey Chong;
Mee Hong Ling;
Aqeel Raza Syed;
Celimuge Wu;
Hock Guan Goh",https://ieeexplore.ieee.org/document/9548047/,10.1109/ACCESS.2021.3115494,Year: 2021
Preliminary Study on Application of Artificial Intelligence Technology in Electrical Automation Control,"Zichen Zhang;
Shuo Xu;
Hawking Yan",https://ieeexplore.ieee.org/document/9148561/,10.1109/CIBDA50819.2020.00037,Year: 2020
The Relationship between Cybersecurity and Artificial Intelligence,"Kseniia Yu. Nikolskaia;
Victor B. Naumov",https://ieeexplore.ieee.org/document/9642782/,10.1109/ITQMIS53292.2021.9642782,Year: 2021
Artificial Intelligence Technology in UAV Equipment,Chunnu Li,https://ieeexplore.ieee.org/document/9627359/,10.1109/ICISFall51598.2021.9627359,Year: 2021
Benefits of Artificial Intelligence in Medicine,Samira Yeasmin,https://ieeexplore.ieee.org/document/8769557/,10.1109/CAIS.2019.8769557,Year: 2019
Research on the Application of Artificial Intelligence in Education,"Huiyan Li;
Hao Wang",https://ieeexplore.ieee.org/document/9201743/,10.1109/ICCSE49874.2020.9201743,Year: 2020
Innovation of Enterprise Economic Management Based on Artificial Intelligence Technology,Ma Qin,https://ieeexplore.ieee.org/document/9373716/,10.1109/CIPAE51077.2020.00041,Year: 2020
Research on Construction of College English Education Mode Based on Artificial Intelligence,Miao Yu,https://ieeexplore.ieee.org/document/9888174/,10.1109/ICCBE56101.2022.9888174,Year: 2022
Technical framework and model of artificial intelligence for boosting the revitalization of rural education,Changxiang Jiang,https://ieeexplore.ieee.org/document/9724721/,10.1109/AINIT54228.2021.00031,Year: 2021
Artificial Intelligence Empowered Visual Communication Graphic Design,"Muzi Qu;
Yaxuan Liu;
Yuan Feng",https://ieeexplore.ieee.org/document/9757981/,10.1109/INSAI54028.2021.00021,Year: 2021
Statistical Algorithm model of College English Teaching based on artificial Intelligence Technology,Xin Qin,https://ieeexplore.ieee.org/document/9742449/,10.1109/ICISE-IE53922.2021.00107,Year: 2021
The Promotion of Artificial Intelligence to the Development of the Sports Industry,Hanbohong Pang,https://ieeexplore.ieee.org/document/9759961/,10.1109/FoNeS-AIoT54873.2021.00030,Year: 2021
An Analysis of the Optimization Strategies of Ecological College English Teaching Based on Artificial Intelligence,Weishi Wang,https://ieeexplore.ieee.org/document/9373661/,10.1109/CIPAE51077.2020.00035,Year: 2020
An approach for systems identification using artificial inteligence,"Corina Savulescu;
Zdzislaw Polkowski",https://ieeexplore.ieee.org/document/8166472/,10.1109/ECAI.2017.8166472,Year: 2017
Artificial Intelligence Methods Application in Oil Industry,"Zayar Aung;
Ilya S. Mikhaylov;
Ye Thu Aung",https://ieeexplore.ieee.org/document/9039330/,10.1109/EIConRus49466.2020.9039330,Year: 2020
5G and Artificial Intelligence with Multi-Sensor Data Fusion Technology Support Intelligent Operation Monitoring of Power Grid in the Future,"Miao Li;
Jing Wang",https://ieeexplore.ieee.org/document/9327727/,10.1109/CAC51589.2020.9327727,Year: 2020
Application and Development of Artificial Intelligence Technology for the Data Management and Analysis in Forestry,"Wei-Zhan Guo;
Liu-Jin Hao;
Wu-Jia Di",https://ieeexplore.ieee.org/document/5376290/,10.1109/AICI.2009.12,Year: 2009
The Research on Applying Artificial Intelligence Technology to Virtual YouTuber,Si-han Xu,https://ieeexplore.ieee.org/document/9507778/,10.1109/RAAI52226.2021.9507778,Year: 2021
Research on the Performance of Commercial Artificial Intelligence Model for Internet Audio Streaming Media's Lyrics Recognition,Kaizhen Tang,https://ieeexplore.ieee.org/document/9750702/,10.1109/IWECAI55315.2022.00069,Year: 2022
Research on Network Attack and Defense Based on Artificial Intelligence Technology,"Mingxuan Li;
Zhushi Yang;
Jinsong Zhong;
Ling He;
Yangxin Teng",https://ieeexplore.ieee.org/document/9085100/,10.1109/ITNEC48623.2020.9085100,Year: 2020
Role of Teacher Training Based on School-enterprise Cooperation in Artificial Intelligence Specialty,"Shuxi Chen;
Yiyang Sun;
Haifei Zhang;
Qinqin Liu",https://ieeexplore.ieee.org/document/9726999/,10.1109/ISAIEE55071.2021.00070,Year: 2021
From artificial to collective intelligence: Perspectives and implications,"V. K. Singh;
A. K. Gupta",https://ieeexplore.ieee.org/document/5136308/,10.1109/SACI.2009.5136308,Year: 2009
Artificial intelligence for edge service optimization in Internet of Vehicles: A survey,"Xiaolong Xu;
Haoyuan Li;
Weijie Xu;
Zhongjian Liu;
Liang Yao;
Fei Dai",https://ieeexplore.ieee.org/document/9552656/,10.26599/TST.2020.9010025,Year: 2022
Legal Examination and Regulation of Artificial Intelligence Algorithm,Haitao Sun,https://ieeexplore.ieee.org/document/9719200/,10.1109/CISAI54367.2021.00119,Year: 2021
The Research on Optimization Strategy of College English Teaching Mode Based on 5G Technology and Artificial Intelligence Technology,Xu Lei,https://ieeexplore.ieee.org/document/9539457/,10.1109/ICVRIS51417.2020.00212,Year: 2020
A long term impact of artificial intelligence and robotics on higher education,"A K Sharma;
Avikant Pareta;
Jitender Meena;
Rupak Sharma",https://ieeexplore.ieee.org/document/9752633/,10.1109/ACCAI53970.2022.9752633,Year: 2022
The use of artificial intelligence in the online retail sector: the case of the eBag supermarket,"Juliana Hadjitchoneva;
Claudio Ruff;
Marcelo Ruiz;
Alexis Matheu",https://ieeexplore.ieee.org/document/9476484/,10.23919/CISTI52073.2021.9476484,Year: 2021
Research and application of personalized learning under the background of artificial intelligence,"Yiping Li;
Suying Meng;
Jinhua Wang",https://ieeexplore.ieee.org/document/9603527/,10.1109/EIMSS53851.2021.00020,Year: 2021
Research on the Application of Big Data and Artificial Intelligence Technology in Computer Network Technology,Yi Feng,https://ieeexplore.ieee.org/document/9110035/,10.1109/ICITBS49701.2020.00117,Year: 2020
Analysis of the Impact of Artificial Intelligence Development on Employment,Yu Yang,https://ieeexplore.ieee.org/document/9103711/,10.1109/ICCEA50009.2020.00077,Year: 2020
Artificial Intelligence Legal Consulting Based on Categorization,"Xu Jing;
Song Xiuhui",https://ieeexplore.ieee.org/document/9262554/,10.1109/ICAIE50891.2020.00041,Year: 2020
Research on the Application of Artificial Intelligence in Computer Network Technology,"Xianjuan Shang;
Changhong Zhao",https://ieeexplore.ieee.org/document/9421442/,10.1109/ICMCCE51767.2020.00243,Year: 2020
Impact of Artificial Intelligence on Preventive Treatment of Disease of TCM Based on Big Data,"Linggui Jin;
Haiqiao Zhong;
Yi Chen;
Cheng Liu;
Xiaofang Wang",https://ieeexplore.ieee.org/document/9559573/,10.23919/WAC50355.2021.9559573,Year: 2021
Perspectives on the Development of Intelligent Control Technology in the Field of Artificial Intelligence,"Liyang Zou;
Guojun Liu;
Weiming Yang;
Wen Wang",https://ieeexplore.ieee.org/document/9728450/,10.1109/CAC53003.2021.9728450,Year: 2021
Application and research of artificial intelligence in mechatronic engineering,Liu Xiaoyu,https://ieeexplore.ieee.org/document/9421499/,10.1109/ICMCCE51767.2020.00059,Year: 2020
Research on Applications of Artificial Intelligence in Business Management of Power Grid Enterprises,"Bo Chai;
Qiang Zhang;
Qipeng Chen;
Ting Zhao;
Kunlun Gao",https://ieeexplore.ieee.org/document/8997608/,10.1109/IAEAC47372.2019.8997608,Year: 2019
Application of Artificial Intelligence and Big Data in the Security of Regulatory Places,Ling Xu,https://ieeexplore.ieee.org/document/9525583/,10.1109/AIEA53260.2021.00052,Year: 2021
Progress of artificial intelligence in Japan,M. Nagao,https://ieeexplore.ieee.org/document/13261/,10.1109/AIIA.1988.13261,Year: 1988
Research on Application of Artificial Intelligence in Medical Education,"Hang Zhao;
Guijie Li;
Wei Feng",https://ieeexplore.ieee.org/document/8530428/,10.1109/ESAIC.2018.00085,Year: 2018
Research on the Application of Artificial Intelligence Technology in Physical Training,"Su Xianguo;
Wang Cong",https://ieeexplore.ieee.org/document/9457457/,10.1109/ICBDIE52740.2021.00065,Year: 2021
An Analysis of the Relationship between Mechanical and Electronic Engineering and Artificial Intelligence,Yuxue Jiang,https://ieeexplore.ieee.org/document/8920754/,10.1109/ICVRIS.2019.00054,Year: 2019
Research on the Application of Artificial Intelligence Technology and Process Control Robots in Food Processing,Jinfei Wang,https://ieeexplore.ieee.org/document/9742841/,10.1109/ICAIS53314.2022.9742841,Year: 2022
"On Application of ""Artificial Intelligence Plus Large Data"" in Public Maths Course Teaching of Engineering Colleges","Zheng Mali;
Chen Huaxi",https://ieeexplore.ieee.org/document/8901277/,10.1109/ICSGEA.2019.00070,Year: 2019
The Construction of University Teachers’ Scientific Research Performance Evaluation System under Artificial Intelligence,"Ermi Zhang;
Wanbing Shi",https://ieeexplore.ieee.org/document/9559607/,10.23919/WAC50355.2021.9559607,Year: 2021
Artificial intelligence R&D: the ISS strategy,"J. Motiwalla;
T.H. Heng",https://ieeexplore.ieee.org/document/130414/,10.1109/TAI.1990.130414,Year: 1990
Impact and Challenges of Using of Virtual Reality & Artificial Intelligence in Businesses,"Jay Kiruthika;
Souheil Khaddaj",https://ieeexplore.ieee.org/document/8253059/,10.1109/DCABES.2017.43,Year: 2017
The Application of Artificial Intelligence Technology in UAV,"Rui Yin;
Wei Li;
Zhi-qiang Wang;
Xin-xin Xu",https://ieeexplore.ieee.org/document/9363809/,10.1109/ISCTT51595.2020.00048,Year: 2020
Discussion on Practice and Promotion Strategy of College Music Education Informatization Based on Artificial Intelligence,Yunchen Hou,https://ieeexplore.ieee.org/document/9373676/,10.1109/CIPAE51077.2020.00038,Year: 2020
Artificial Intelligence in Waste Electronic and Electrical Equipment Treatment: Opportunities and Challenges,"Vernika Agarwal;
Shivam Goyal;
Sanskriti Goel",https://ieeexplore.ieee.org/document/9160065/,10.1109/ICIEM48762.2020.9160065,Year: 2020
iVoiding: A Thermal-Image based Artificial Intelligence Dynamic Voiding Detection System,"Yu-Chen Chen;
Jian-Ping Su;
Cheng-Han Tsai;
Ming-Che Chen;
Wan-Jung Chang;
Wen-Jeng Wu",https://ieeexplore.ieee.org/document/9722639/,10.1109/ICAIIC54071.2022.9722639,Year: 2022
Real-time Traffic Management in Emergency using Artificial Intelligence,"Mahima Jaiswal;
Neetu Gupta;
Ajay Rana",https://ieeexplore.ieee.org/document/9197856/,10.1109/ICRITO48877.2020.9197856,Year: 2020
Cultivation of low-carbon design awareness in artificial intelligence era,"XinWang;
Kailing Zhang",https://ieeexplore.ieee.org/document/5641094/,10.1109/ICAIE.2010.5641094,Year: 2010
DIALECT 2: an information retrieval system based on distributed artificial intelligence tools,"M. Braunwarth;
A. Mekaouche;
J.-C. Bassano",https://ieeexplore.ieee.org/document/346398/,10.1109/TAI.1994.346398,Year: 1994
Research on Malware Detection System Using Artificial Intelligence,MinSu Kim,https://ieeexplore.ieee.org/document/9900792/,10.1109/BCD54882.2022.9900792,Year: 2022
Research on Dynamic Monitoring and Early Warning Methods of Company Management Driven by Artificial Intelligence,Yuantian Zhu,https://ieeexplore.ieee.org/document/9543389/,10.1109/CSAIEE54046.2021.9543389,Year: 2021
Research on the teaching system of table tennis based on artificial intelligence,Zeng Wei,https://ieeexplore.ieee.org/document/8103738/,10.1109/FGCT.2017.8103738,Year: 2017
Artificial Intelligence Integrated Blockchain For Training Autonomous Cars,"G. Meera Gandhi;
Salvi",https://ieeexplore.ieee.org/document/8918795/,10.1109/ICONSTEM.2019.8918795,Year: 2019
Short Research on Voice Control System Based on Artificial Intelligence Assistant,Tae-Kook Kim,https://ieeexplore.ieee.org/document/9051160/,10.1109/ICEIC49074.2020.9051160,Year: 2020
Research on the Application of Artificial Intelligence Technology in Public Product Design of Intelligent Scenic Spot,"Yilin Deng;
Sang-Yun Han;
Wenyu Fan;
Tiancong Sun",https://ieeexplore.ieee.org/document/9109859/,10.1109/ICITBS49701.2020.00206,Year: 2020
Artificial intelligence as an aide in management of security technology,"Sizwe M. Dhlamini;
Michael O. Kachienga;
T. Marwala",https://ieeexplore.ieee.org/document/4401470/,10.1109/AFRCON.2007.4401470,Year: 2007
Discussion on the key technologies of Intelligent Teaching System application in the era of artificial intelligence 2.0,"Tang Ming;
Sun Yutong;
Chen Jiajun;
Zhong Qianyi",https://ieeexplore.ieee.org/document/9418833/,10.1109/ICISE51755.2020.00048,Year: 2020
Anatomy and Utilities of an Artificial Intelligence Conversational Entity,"Anirudh Khanna;
Mansee Jain;
Tanesh Kumar;
Deepa Singh;
Bishwajeet Pandey;
Vikas Jha",https://ieeexplore.ieee.org/document/7546163/,10.1109/CICN.2015.122,Year: 2015
A Systematic Review of Human–Computer Interaction and Explainable Artificial Intelligence in Healthcare With Artificial Intelligence Techniques,"Mobeen Nazar;
Muhammad Mansoor Alam;
Eiad Yafi;
Mazliham Mohd Su’ud",https://ieeexplore.ieee.org/document/9614151/,10.1109/ACCESS.2021.3127881,Year: 2021
Application of artificial intelligence in computer aided instruction,Huoyou Li,https://ieeexplore.ieee.org/document/5413068/,10.1109/ICTM.2009.5413068,Year: 2009
Research on Coupling Coordination Degree of Artificial Intelligence and Human Capital Investment,"Weiwei Kong;
Lulu Wang",https://ieeexplore.ieee.org/document/9786963/,10.1109/ICCSMT54525.2021.00050,Year: 2021
Analysis on the Application of Artificial Intelligence in the Medical Field,Dayang Jiang,https://ieeexplore.ieee.org/document/9468742/,10.1109/ICOT51877.2020.9468742,Year: 2020
Artificial Intelligence Assisted Virtual Reality Warfighter Training System,"Aaron Gluck;
Jessica Chen;
Ratnadeep Paul",https://ieeexplore.ieee.org/document/9319092/,10.1109/AIVR50618.2020.00080,Year: 2020
Application of Artificial Intelligence in Military: From Projects View,"YuLong Zhang;
ZiJie Dai;
LongFei Zhang;
ZhengYi Wang;
Li Chen;
YuZhen Zhou",https://ieeexplore.ieee.org/document/9384519/,10.1109/BigDIA51454.2020.00026,Year: 2020
An Artificial Intelligence Based Rainfall Prediction Using LSTM and Neural Network,"Imrus Salehin;
Iftakhar Mohammad Talha;
Md. Mehedi Hasan;
Sadia Tamim Dip;
Mohd. Saifuzzaman;
Nazmun Nessa Moon",https://ieeexplore.ieee.org/document/9398022/,10.1109/WIECON-ECE52138.2020.9398022,Year: 2020
The Challenge of Copyright Protection of Artificial Intelligence Products to the Field of Intellectual Property Legislation Based on Information Technology,"Shimei Zhang;
Pingyan Yan",https://ieeexplore.ieee.org/document/9759957/,10.1109/FoNeS-AIoT54873.2021.00063,Year: 2021
Design of Integrated Management System for English Teaching Resources Based on Artificial Intelligence,Yifan Zhu,https://ieeexplore.ieee.org/document/9534612/,10.1109/ICAIE53562.2021.00013,Year: 2021
A 1.41mW on-chip/off-chip hybrid transposition table for low-power robust deep tree search in artificial intelligence SoCs,"Dongjoo Shin;
Yoochang Kim;
Hoi-Jun Yoo",https://ieeexplore.ieee.org/document/8226024/,10.1109/SOCC.2017.8226024,Year: 2017
Explainable Artificial Intelligence for Predictive Maintenance Applications,Stephan Matzka,https://ieeexplore.ieee.org/document/9253083/,10.1109/AI4I49448.2020.00023,Year: 2020
Artificial Intelligence in Music Education,Fengyuan Yang,https://ieeexplore.ieee.org/document/9524054/,10.1109/ICRIS52159.2020.00124,Year: 2020
Communication Engineering Application System Based on Artificial Intelligence Technology,Zewei He,https://ieeexplore.ieee.org/document/9470240/,10.1109/ICSGEA53208.2021.00089,Year: 2021
The interplay between artificial intelligence and fog radio access networks,"Wenchao Xia;
Xinruo Zhang;
Gan Zheng;
Jun Zhang;
Shi Jin;
Hongbo Zhu",https://ieeexplore.ieee.org/document/9190126/,10.23919/JCC.2020.08.001,Year: 2020
Research on the Development path of Logistics and Express Delivery Industry in the Era of Artificial Intelligence,"Chunxiao Mu;
Xiaoqing Wang",https://ieeexplore.ieee.org/document/9151748/,10.1109/ICUEMS50872.2020.00050,Year: 2020
Artificial Intelligence Control for Reactive Power of Electric Drive System of Pump Station,"Hongshuai Yu;
Guoqiang Shao",https://ieeexplore.ieee.org/document/8912141/,10.1109/ICCNEA.2019.00103,Year: 2019
Artificial Intelligence in Law,"K. Nikolskaia;
V. Naumov",https://ieeexplore.ieee.org/document/9271095/,10.1109/FarEastCon50210.2020.9271095,Year: 2020
Combined Development of Artificial Intelligence and Art Design,Zhang Han,https://ieeexplore.ieee.org/document/9408896/,10.1109/ICSP51882.2021.9408896,Year: 2021
The Application Analysis of Artificial Intelligence in Computer Network Technology,Yanjie Li,https://ieeexplore.ieee.org/document/9421146/,10.1109/IPEC51340.2021.9421146,Year: 2021
The Application of Artificial Intelligence in Accounting,"Ping Liang;
Lan Wu",https://ieeexplore.ieee.org/document/9933135/,10.1109/ICCNEA57056.2022.00023,Year: 2022
Research on the Application of Artificial Intelligence Technology in Teaching Introduction to Hotel Management in the Context of Smart Hotel,Qinghui Guo,https://ieeexplore.ieee.org/document/9603871/,10.1109/ICNISC54316.2021.00037,Year: 2021
Intelligent Financial Development Based on Artificial Intelligence,Yuanyuan Hong,https://ieeexplore.ieee.org/document/9607280/,10.1109/ICAML51583.2020.00047,Year: 2020
Research on the Training Method of Accounting Professionals in the Era of Artificial Intelligence,"Qiufang Ren;
Wei Weng",https://ieeexplore.ieee.org/document/8938947/,10.1109/CSEI47661.2019.8938947,Year: 2019
Impact of Artificial Intelligence in Basic General Education in Ecuador,"Lorena Elizabeth Conde-Zhingre;
Gilmar Israel Cueva-Alvarado;
Luis Antonio Chamba-Eras;
Maria Isabel Ureña-Torres",https://ieeexplore.ieee.org/document/9820018/,10.23919/CISTI54924.2022.9820018,Year: 2022
Design of Humanity by the Concept of Artificial Personalities,"Taishi Nemoto;
Takayuki Fujimoto",https://ieeexplore.ieee.org/document/9458217/,10.1109/CSCI51800.2020.00121,Year: 2020
Amplifying the Social Intelligence of Teams Through Human Swarming,"Louis Rosenberg;
Gregg Willcox;
David Askay;
Lynn Metcalf;
Erick Harris",https://ieeexplore.ieee.org/document/8665698/,10.1109/AI4I.2018.8665698,Year: 2018
The Construction of Aesthetic Space of Literary in the Context of Artificial Intelligence,Xuelian Sheng,https://ieeexplore.ieee.org/document/9759939/,10.1109/FoNeS-AIoT54873.2021.00041,Year: 2021
Explainable Artificial Intelligence Applications in Cyber Security: State-of-the-Art in Research,"Zhibo Zhang;
Hussam Al Hamadi;
Ernesto Damiani;
Chan Yeob Yeun;
Fatma Taher",https://ieeexplore.ieee.org/document/9875264/,10.1109/ACCESS.2022.3204051,Year: 2022
Automatic Classification Bin Based on Artificial Intelligence Technology,"Zhu Xueming;
Peng Yanyue;
Wang Fenghua;
Shuai Hengheng;
Guo Rui;
Lin Xinjie",https://ieeexplore.ieee.org/document/9734361/,10.1109/ITOEC53115.2022.9734361,Year: 2022
Application of artificial intelligence technology in wearable product design,"Wen Ming Liu;
Heng Bo Huang",https://ieeexplore.ieee.org/document/9522485/,10.1109/ICIDDT52279.2020.00042,Year: 2020
Doctor's innovative clinic: An application of artificial intelligence and physiological sensors,"Ankur S Mahajan;
Rajashekhar Y Pattar;
Rahul Khamitkar;
Manjunath Akalawadi;
Krishnamurthy Bhat",https://ieeexplore.ieee.org/document/7449162/,10.1109/HMI.2016.7449162,Year: 2016
Model for Handwritten Recognition Based on Artificial Intelligence,"Narumol Chumuang;
Mahasak Ketcham",https://ieeexplore.ieee.org/document/8692958/,10.1109/iSAI-NLP.2018.8692958,Year: 2018
Artificial Intelligence and Defense Issues,Daniel Ventre,https://ieeexplore.ieee.org/document/9822305/,10.1002/9781119788195.ch3,Year: 2020
On the Origins of Artificial Intelligence,Daniel Ventre,https://ieeexplore.ieee.org/document/9822024/,10.1002/9781119788195.ch1,Year: 2020
"Artificial Intelligence, Science Fiction, and Fear",Barclay R. Brown,https://ieeexplore.ieee.org/document/9903043/,10.1002/9781119665649.ch1,Year: 2023
Application of Interactive Artificial Intelligence in Data Evaluation of Ink Animation Production,Yipu Zhang,https://ieeexplore.ieee.org/document/9792862/,10.1109/ICAAIC53929.2022.9792862,Year: 2022
Tennis Motion Precision Video Monitoring Simulation Based on Artificial Intelligence Algorithm,Xiaomin Zhou,https://ieeexplore.ieee.org/document/9943246/,10.1109/AIARS57204.2022.00054,Year: 2022
Survey of Grading Process for Agricultural Foods by Using Artificial Intelligence Technique,"N. Elakkiya;
S. Karthikeyan;
T. Ravi",https://ieeexplore.ieee.org/document/8474663/,10.1109/ICECA.2018.8474663,Year: 2018
Enterprise Artificial Intelligence New Infrastructure Standardization and Intelligent Framework Design,"Shengfeng Jiang;
Lei Jiang",https://ieeexplore.ieee.org/document/9640877/,10.1109/I-SMAC52330.2021.9640877,Year: 2021
How Can Artificial Intelligence Help With Space Missions - A Case Study: Computational Intelligence-Assisted Design of Space Tether for Payload Orbital Transfer Under Uncertainties,"Xianlin Ren;
Yi Chen",https://ieeexplore.ieee.org/document/8890637/,10.1109/ACCESS.2019.2951136,Year: 2019
"Fuzzy sets, fuzzy logic and the goals of artificial intelligence",A. Ralescu,https://ieeexplore.ieee.org/document/323063/,10.1109/ANNES.1993.323063,Year: 1993
Intelligent technology enhances the friendliness of the pharmacy care service : Identification in drug prescription,"Han-Chun Huang;
Pou-Jen Ku",https://ieeexplore.ieee.org/document/8959839/,10.1109/TAAI48200.2019.8959839,Year: 2019
Advanced Packaging Drivers/Opportunities to Support Emerging Artificial Intelligence Applications,"Luke England;
Eric Tremble;
Igor Arsovski;
Wolfgang Sauter",https://ieeexplore.ieee.org/document/8731314/,10.1109/EDTM.2019.8731314,Year: 2019
"Online price forecasting model using artificial intelligence for cryptocurrencies as Bitcoin, Ethereum and Ripple","Furkan Atlan;
Ihsan Pençe;
Melike Şışecı Çeşmelı",https://ieeexplore.ieee.org/document/9302082/,10.1109/SIU49456.2020.9302082,Year: 2020
Artificial intelligence model based on grey systems to assess water quality from Santa river watershed,"Alexi Delgado;
Diana Vriclizar;
Edgar Medina",https://ieeexplore.ieee.org/document/8247310/,10.1109/ECON.2017.8247310,Year: 2017
Sophisticated and distributed: The transportation domain,"K. Fischer;
N. Kuhn;
H.J. Muller;
J.P. Muller;
M. Pischel",https://ieeexplore.ieee.org/document/366629/,10.1109/CAIA.1993.366629,Year: 1993
