article,author,url,DOI,year
Privacy-Preserving and Efficient Multi-Keyword Search over Encrypted Data on Blockchain,"Shan Jiang;
Jiannong Cao;
Julie A. McCann;
Yanni Yang;
Yang Liu;
Xiaoqing Wang;
Yuming Deng",https://ieeexplore.ieee.org/document/8946181/,10.1109/Blockchain.2019.00062,Year: 2019
Multi-Layer Aggregate Verification for IoT Blockchain,"Jingze Wu;
Ming-Fong Sie;
Seth Austin Harding;
Chien-Lung Lin;
San-Tai Wang;
Shih-wei Liao",https://ieeexplore.ieee.org/document/9569817/,10.1109/BRAINS52497.2021.9569817,Year: 2021
Analysis of information security in the PoW (Proof of Work) and PoS (Proof of Stake)blockchain protocols as an alternative for handling confidential nformation in the public finance ecuadorian sector,"Silvana Abigail Yacchirema Chicaiza;
Ciro Napoleon Saguay Chafla;
Luis Fernando Enriquez Álvarez;
Polo Fabian Iñiguez Matute;
Ramiro Delgado Rodriguez",https://ieeexplore.ieee.org/document/9476382/,10.23919/CISTI52073.2021.9476382,Year: 2021
Risk Analysis Methodology to Blockchain-based Solutions,"Sergio Luis Ribeiro;
Ingrid Alves de Paiva Barbosa",https://ieeexplore.ieee.org/document/9223309/,10.1109/BRAINS49436.2020.9223309,Year: 2020
Karma - blockchain based charity foundation platform,"Gubaev Renat;
Anton Peresichansky;
Alexandr Belenov;
Artem Barger",https://ieeexplore.ieee.org/document/9461072/,10.1109/ICBC51069.2021.9461072,Year: 2021
Risk Analysis for Abusing Blockchain Poisoning,"Keigo Kimura;
Kazumasa Omote",https://ieeexplore.ieee.org/document/9569836/,10.1109/BRAINS52497.2021.9569836,Year: 2021
Performance Analysis of a Hyperledger Iroha Blockchain Framework Used in the UK Livestock Industry,"Konstantinos Ntolkeras;
Hossein Sharif;
Soroush Dehghan Salmasi;
William Knottenbelt",https://ieeexplore.ieee.org/document/9680575/,10.1109/Blockchain53845.2021.00070,Year: 2021
DevOps for Ethereum Blockchain Smart Contracts,"Maximilian Wöhrer;
Uwe Zdun",https://ieeexplore.ieee.org/document/9680513/,10.1109/Blockchain53845.2021.00040,Year: 2021
Securely Boosting Chain Growth and Confirmation Speed in PoW Blockchains,"Ovia Seshadri;
Vinay J Ribeiro;
Aditya Kumar",https://ieeexplore.ieee.org/document/9680576/,10.1109/Blockchain53845.2021.00028,Year: 2021
A Distributed Clock Synchronization Protocol for Proof of Stake Blockchains,"Yuya Miki;
Kazuyuki Shudo",https://ieeexplore.ieee.org/document/9881615/,10.1109/Blockchain55522.2022.00027,Year: 2022
Blockchain-based Scalable Ubiquitous Code Allocation Method Resilient to Congestion,"Hirotsugu Seike;
Yasukazu Aoki;
Noboru Koshizuka",https://ieeexplore.ieee.org/document/9680508/,10.1109/Blockchain53845.2021.00044,Year: 2021
StreamChain: Building a Low-Latency Permissioned Blockchain For Enterprise Use-Cases,"Lucas Kuhring;
Zsolt István;
Alessandro Sorniotti;
Marko Vukolić",https://ieeexplore.ieee.org/document/9680522/,10.1109/Blockchain53845.2021.00027,Year: 2021
Setchain: Improving Blockchain Scalability with Byzantine Distributed Sets and Barriers,"Margarita Capretto;
Martín Ceresa;
Antonio Fernández Anta;
Antonio Russo;
César Sánchez",https://ieeexplore.ieee.org/document/9881820/,10.1109/Blockchain55522.2022.00022,Year: 2022
"Blockchain-Enabled Smart Contracts: Architecture, Applications, and Future Trends","Shuai Wang;
Liwei Ouyang;
Yong Yuan;
Xiaochun Ni;
Xuan Han;
Fei-Yue Wang",https://ieeexplore.ieee.org/document/8643084/,10.1109/TSMC.2019.2895123,Year: 2019
Decentralized and Collaborative AI on Blockchain,"Justin D. Harris;
Bo Waggoner",https://ieeexplore.ieee.org/document/8946257/,10.1109/Blockchain.2019.00057,Year: 2019
BlockV: A Blockchain Enabled Peer-Peer Ride Sharing Service,"Panchalika Pal;
Sushmita Ruj",https://ieeexplore.ieee.org/document/8946128/,10.1109/Blockchain.2019.00070,Year: 2019
Blockchain Implementation for Analysis of Carbon Footprint across Food Supply Chain,"Denisolt Shakhbulatov;
Arshit Arora;
Ziqian Dong;
Roberto Rojas-Cessa",https://ieeexplore.ieee.org/document/8946217/,10.1109/Blockchain.2019.00079,Year: 2019
Initial Public Offering (IPO) on Permissioned Blockchain Using Secure Multiparty Computation,"Tzipora Halevi;
Fabrice Benhamouda;
Angelo De Caro;
Shai Halevi;
Charanjit Jutla;
Yacov Manevich;
Qi Zhang",https://ieeexplore.ieee.org/document/8946171/,10.1109/Blockchain.2019.00021,Year: 2019
Research on Trust Measurement of Terminal Equipment Based on Device Fingerprint,"Jiaqi Peng;
Ke Yang;
Jiaxing Xuan;
Da Li;
Lei Fan",https://ieeexplore.ieee.org/document/9845126/,10.1109/ICBCTIS55569.2022.00043,Year: 2022
Blockchain-based Farming Activities Tracker for Enhancing Trust in the Community Supported Agriculture Model,"Duc-Hiep Nguyen;
Nguyen Huynh Tuong;
Hoang-Anh Pham",https://ieeexplore.ieee.org/document/9289297/,10.1109/ICTC49870.2020.9289297,Year: 2020
"Irrationality, Extortion, or Trusted Third-parties: Why it is Impossible to Buy and Sell Physical Goods Securely on the Blockchain",Amir Kafshdar Goharshady,https://ieeexplore.ieee.org/document/9680554/,10.1109/Blockchain53845.2021.00021,Year: 2021
Testbed Design and Performance Analysis for Multilayer Blockchains,"De-Yi Tsai;
Seth Austin Harding;
Ming-Fong Sie;
Shih-wei Liao",https://ieeexplore.ieee.org/document/9461103/,10.1109/ICBC51069.2021.9461103,Year: 2021
Traceability System for Rare Chinese Herbal Medicines Based on Blockchain Structure,"Huizhong Liu;
Jia Dong;
Suli Ge",https://ieeexplore.ieee.org/document/9724823/,10.1109/AIAM54119.2021.00083,Year: 2021
"Why blockchain is important for software developers, and why software engineering is important for blockchain software (Keynote)",Michele Marchesi,https://ieeexplore.ieee.org/document/8327564/,10.1109/IWBOSE.2018.8327564,Year: 2018
Research and Application of Renewable Energy Power Consumption Certificate Based on Blockchain,"Tingting Duan;
Da Li;
Qinglei Guo;
Hejian Wang;
Desheng Bai",https://ieeexplore.ieee.org/document/9636955/,10.1109/ICECEM54757.2021.00037,Year: 2021
The Blockchain-Based Edge Computing Framework for Privacy-Preserving Federated Learning,"Shili Hu;
Jiangfeng Li;
Chenxi Zhang;
Qinpei Zhao;
Wei Ye",https://ieeexplore.ieee.org/document/9680550/,10.1109/Blockchain53845.2021.00085,Year: 2021
A Hybrid Blockchain Implementation to Ensure Data Integrity and Interoperability for Public Service Organisations,"Ali Shahaab;
Imtiaz Khan;
Ross Maude;
Chaminda Hewage",https://ieeexplore.ieee.org/document/9680595/,10.1109/Blockchain53845.2021.00047,Year: 2021
SAID: ECC-Based Secure Authentication and Incentive Distribution Mechanism for Blockchain-Enabled Data Sharing System,"Muhammad Rizwan;
Muhammad Noman Sohail;
Alia Asheralieva;
Adeel Anjum;
Pelin Angin",https://ieeexplore.ieee.org/document/9680591/,10.1109/Blockchain53845.2021.00080,Year: 2021
Two-Stage Market-Based Task Allocation for Blockchain-Based Cyber-Physical Production Systems,"Larissa Krämer;
Rico Ahlbäumer;
Moritz Roidl",https://ieeexplore.ieee.org/document/9881825/,10.1109/Blockchain55522.2022.00046,Year: 2022
A Blockchain Implementation for Configurable Multi-Factor Challenge-Set Self-Sovereign Identity Authentication,"Alex Norta;
Alexandr Kormiltsyn;
Chibuzor Udokwu;
Vimal Dwivedi;
Sunday Aroh;
Ignas Nikolajev",https://ieeexplore.ieee.org/document/9881853/,10.1109/Blockchain55522.2022.00070,Year: 2022
Agent-based Modelling of Bitcoin Consensus without Block Rewards,"Benjamin Kraner;
Sheng-Nan Li;
Andreia Sofia Teixeira;
Claudio J. Tessone",https://ieeexplore.ieee.org/document/9881824/,10.1109/Blockchain55522.2022.00015,Year: 2022
Enabling Privacy and Traceability in Supply Chains using Blockchain and Zero Knowledge Proofs,"Shubham Sahai;
Nitin Singh;
Pankaj Dayama",https://ieeexplore.ieee.org/document/9284658/,10.1109/Blockchain50366.2020.00024,Year: 2020
Context-based consensus for appendable-block blockchains,"Roben C. Lunardi;
Maher Alharby;
Henry C. Nunes;
Avelino F. Zorzo;
Changyu Dong;
Aad van Moorsel",https://ieeexplore.ieee.org/document/9284758/,10.1109/Blockchain50366.2020.00058,Year: 2020
Region-based Neighbor Selection in Blockchain Networks,"Hiroshi Matsuura;
Yoshinori Goto;
Hidehiro Sao",https://ieeexplore.ieee.org/document/9680551/,10.1109/Blockchain53845.2021.00015,Year: 2021
A Multi-Class Blockchain Services Framework for Communication Networks,"Gholamreza Ramezan;
Cyril Leung",https://ieeexplore.ieee.org/document/9680478/,10.1109/Blockchain53845.2021.00063,Year: 2021
"Toward a Decentralized, Trust-Less Marketplace for Brokered IoT Data Trading Using Blockchain","Shaimaa Bajoudah;
Changyu Dong;
Paolo Missier",https://ieeexplore.ieee.org/document/8946245/,10.1109/Blockchain.2019.00053,Year: 2019
E^2 C-Chain: A Two-Stage Incentive Education Employment and Skill Certification Blockchain,"Liu Liyuan;
Han Meng;
Zhou Yiyun;
Parizi Reza",https://ieeexplore.ieee.org/document/8946262/,10.1109/Blockchain.2019.00027,Year: 2019
Air Gapped Wallet Schemes and Private Key Leakage in Permissioned Blockchain Platforms,"Amanda Davenport;
Sachin Shetty",https://ieeexplore.ieee.org/document/8946188/,10.1109/Blockchain.2019.00004,Year: 2019
SSP: Self-Sovereign Privacy for Internet of Things Using Blockchain and MPC,"Tiffany Hyun-Jin Kim;
Joshua Lampkins",https://ieeexplore.ieee.org/document/8946226/,10.1109/Blockchain.2019.00063,Year: 2019
A Fully Decentralized Time-Lock Encryption System on Blockchain,"Wei-Jr Lai;
Chih-Wen Hsueh;
Ja-Ling Wu",https://ieeexplore.ieee.org/document/8946269/,10.1109/Blockchain.2019.00047,Year: 2019
Exploring Non-Functional Requirements for Blockchain-Oriented Systems,Mohamad Kassab,https://ieeexplore.ieee.org/document/9582392/,10.1109/REW53955.2021.00040,Year: 2021
Blockchain technology empowers telecom network operation,"Huidi Li;
Peng Gao;
Yi Zhan;
Min Tan",https://ieeexplore.ieee.org/document/9693485/,10.23919/JCC.2022.01.020,Year: 2022
PriBB: A Benchmark Proposal to Analyze Blockchain Applications Performance,"Rodrigo da Rosa Righi;
Anderson Gautério;
Lucas Micol Policarpo;
André Henrique Mayer;
Cristiano André da Costa",https://ieeexplore.ieee.org/document/9458336/,10.1109/CLEI52000.2020.00044,Year: 2020
Advancing Blockchain-based Federated Learning through Verifiable Off-chain Computations,"Jonathan Heiss;
Elias Grünewald;
Stefan Tai;
Nikolas Haimerl;
Stefan Schulte",https://ieeexplore.ieee.org/document/9881809/,10.1109/Blockchain55522.2022.00034,Year: 2022
Design of Electronic Contract Architecture Based on Blockchain Technology,"Xin Shi;
Guomin Li;
Shuai Chen;
Zhuofan Wu",https://ieeexplore.ieee.org/document/9332420/,10.1109/IICSPI51290.2020.9332420,Year: 2020
On the Design of Blockchain-Based ECDSA With Fault-Tolerant Batch Verification Protocol for Blockchain-Enabled IoMT,"Hu Xiong;
Chuanjie Jin;
Mamoun Alazab;
Kuo-Hui Yeh;
Hanxiao Wang;
Thippa Reddy Gadekallu;
Weizheng Wang;
Chunhua Su",https://ieeexplore.ieee.org/document/9540329/,10.1109/JBHI.2021.3112693,Year: 2022
On Sharding Permissioned Blockchains,"Mohammad Javad Amiri;
Divyakant Agrawal;
Amr El Abbadi",https://ieeexplore.ieee.org/document/8946272/,10.1109/Blockchain.2019.00044,Year: 2019
Multi-factor authentication for users of non-internet based applications of blockchain-based platforms,"Andrew Kinai;
Fred Otieno;
Nelson Bore;
Komminist Weldemariam",https://ieeexplore.ieee.org/document/9284740/,10.1109/Blockchain50366.2020.00076,Year: 2020
Demystifying Cryptography behind Blockchains and a Vision for Post-Quantum Blockchains,"Auqib Hamid Lone;
Roohie Naaz",https://ieeexplore.ieee.org/document/9298215/,10.1109/INOCON50539.2020.9298215,Year: 2020
A Survey on Low Latency Blockchain Architectures for Industrial Networks,"Ikechi Saviour Igboanusi;
Jae-Min Lee;
Dong-Seong Kim",https://ieeexplore.ieee.org/document/9620945/,10.1109/ICTC52510.2021.9620945,Year: 2021
IEEE Standard for Framework of Blockchain-based Internet of Things (IoT ) Data Management,"IEEE Std 2144.1-2020
Year: 2021 | Standard | Publisher: IEEE
Cited by: Papers (3)",https://ieeexplore.ieee.org/document/9329260/,10.1109/IEEESTD.2021.9329260,Year: 2021
Deploying Your Blockchain on BaaS,Joseph Holbrook,https://ieeexplore.ieee.org/document/9822227/,10.1002/9781119557722.ch7,Year: 2020
Introduction to Blockchain Technologies,Joseph Holbrook,https://ieeexplore.ieee.org/document/9822907/,10.1002/9781119557722.ch1,Year: 2020
Blockchain Marketplace Outlook,Joseph Holbrook,https://ieeexplore.ieee.org/document/9822180/,10.1002/9781119557722.ch12,Year: 2020
Architecting Your Enterprise Blockchain,Joseph Holbrook,https://ieeexplore.ieee.org/document/9821668/,10.1002/9781119557722.ch3,Year: 2020
An Automated Framework for Migrating Java Applications to Ethereum Solidity Applications,"Akshay M. Fajge;
Siddharth Thakur;
Rahul Kumar;
Raju Halder",https://ieeexplore.ieee.org/document/9569799/,10.1109/BRAINS52497.2021.9569799,Year: 2021
"Reliable, Fair and Decentralized Marketplace for Content Sharing Using Blockchain","Prabal Banerjee;
Chander Govindarajan;
Praveen Jayachandran;
Sushmita Ruj",https://ieeexplore.ieee.org/document/9284655/,10.1109/Blockchain50366.2020.00053,Year: 2020
IB2P: An image-based privacy-preserving blockchain model for financial services,"Zhiyu Xu;
Minfeng Qi;
Ziyuan Wang;
Sheng Wen;
Shiping Chen;
Yang Xiang",https://ieeexplore.ieee.org/document/9680519/,10.1109/Blockchain53845.2021.00083,Year: 2021
CODE: Blockchain-based Travel Rule Compliance System,"Chaehyeon Lee;
Changhoon Kang;
Wonseok Choi;
Myunghun Cha;
Jongsoo Woo;
James Won-Ki Hong",https://ieeexplore.ieee.org/document/9881854/,10.1109/Blockchain55522.2022.00038,Year: 2022
Applications oriented Technical Ecology for the Standardization of Blockchain in IEEE,"Xiaofeng Chen;
Xiangjuan Jia;
Jing Xu;
Lu Zhang;
Zunbo Wei;
Xiaohu Yang",https://ieeexplore.ieee.org/document/9842868/,10.1109/CSCloud-EdgeCom54986.2022.00017,Year: 2022
On the Storage Overhead of Proof-of-Work Blockchains,"Alessandro Sforzin;
Matteo Maso;
Claudio Soriente;
Ghassan Karame",https://ieeexplore.ieee.org/document/9881602/,10.1109/Blockchain55522.2022.00043,Year: 2022
Blockchain based Software Defined Perimeter (SDP) in Support of Authentication and Authorization,"Junzhi Yan;
Bo Yang;
Li Su;
Shen He",https://ieeexplore.ieee.org/document/9845093/,10.1109/ICBCTIS55569.2022.00020,Year: 2022
Poster: Towards Verifiable Mutability for Blockchains,"Erik Daniel;
Florian Tschorsch",https://ieeexplore.ieee.org/document/9581162/,10.1109/EuroSP51992.2021.00059,Year: 2021
An Efficient and Effective Blockchain-based Data Aggregation for Voting System,"M. Ramalingam;
D. Saranya;
R. ShankarRam",https://ieeexplore.ieee.org/document/9526450/,10.1109/ICSCAN53069.2021.9526450,Year: 2021
The Energy Footprint of Blockchain Consensus Mechanisms Beyond Proof-of-Work,"Moritz Platt;
Johannes Sedlmeir;
Daniel Platt;
Jiahua Xu;
Paolo Tasca;
Nikhil Vadgama;
Juan Ignacio Ibañez",https://ieeexplore.ieee.org/document/9741872/,10.1109/QRS-C55045.2021.00168,Year: 2021
Towards Secure and Decentralized Sharing of IoT Data,"Hien Thi Thu Truong;
Miguel Almeida;
Ghassan Karame;
Claudio Soriente",https://ieeexplore.ieee.org/document/8946129/,10.1109/Blockchain.2019.00031,Year: 2019
Blockchain Explorer based on RPC-based Monitoring System,"Chaehyeon Lee;
Heegon Kim;
Sajan Maharjan;
Kyungchan Ko;
James Won-Ki Hong",https://ieeexplore.ieee.org/document/8751468/,10.1109/BLOC.2019.8751468,Year: 2019
Economic Analysis of Blockchain Technology on Digital Platform Market,"Hyojung Lee;
Kiwoon Sung;
Kyusang Lee;
Jaeseok Lee;
Seungjai Min",https://ieeexplore.ieee.org/document/8639624/,10.1109/PRDC.2018.00020,Year: 2018
Keynote Speech 1: Blockchain-enabled Trust in Edge-based Internet of Things Architectures: State of the art and Research Challenges,Giancarlo Fortino,https://ieeexplore.ieee.org/document/9656983/,10.1109/BCCA53669.2021.9656983,Year: 2021
Prv2chain: Storage of Tree-structured Provenance Records in Blockchain with Linkage Privacy,"Wenyi Tang;
Changhao Chenli;
Taeho Jung",https://ieeexplore.ieee.org/document/9461138/,10.1109/ICBC51069.2021.9461138,Year: 2021
Research on digital copyright blockchain technology,"Jun Guo;
Hongbo Zhou;
Lan Yang;
Xuhui Chen",https://ieeexplore.ieee.org/document/9415709/,10.1109/SmartBlock52591.2020.00028,Year: 2020
Blockchain Security and Threat Landscape,Joseph Holbrook,https://ieeexplore.ieee.org/document/9822950/,10.1002/9781119557722.ch11,Year: 2020
Java Programming for Blockchain Applications,Perry Xiao,https://ieeexplore.ieee.org/document/9822096/,10.1002/9781119560050.ch10,Year: 2019
Enterprise Blockchains,Joseph Holbrook,https://ieeexplore.ieee.org/document/9821947/,10.1002/9781119557722.ch2,Year: 2020
Circuit Copyright Blockchain: Blockchain-Based Homomorphic Encryption for IP Circuit Protection,"Wei Liang;
Dafang Zhang;
Xia Lei;
Mingdong Tang;
Kuan-Ching Li;
Albert Y. Zomaya",https://ieeexplore.ieee.org/document/9091234/,10.1109/TETC.2020.2993032,Year: 2021
BAFFLE : Blockchain Based Aggregator Free Federated Learning,"Paritosh Ramanan;
Kiyoshi Nakayama",https://ieeexplore.ieee.org/document/9284684/,10.1109/Blockchain50366.2020.00017,Year: 2020
A Blockchain Solution for Enhancing Cybersecurity Defence of IoT,"K. M. Giannoutakis;
G. Spathoulas;
C. K. Filelis-Papadopoulos;
A. Collen;
M. Anagnostopoulos;
K. Votis;
N. A. Nijdam",https://ieeexplore.ieee.org/document/9284690/,10.1109/Blockchain50366.2020.00071,Year: 2020
Block Auction: A General Blockchain Protocol for Privacy-Preserving and Verifiable Periodic Double Auctions,"Theodoros Constantinides;
John Cartlidge",https://ieeexplore.ieee.org/document/9680552/,10.1109/Blockchain53845.2021.00078,Year: 2021
Block-VC: A Blockchain-Based Global Vaccination Certification,"Alkhansaa A. Abuhashim;
Hassan A. Shafei;
Chiu C. Tan",https://ieeexplore.ieee.org/document/9680556/,10.1109/Blockchain53845.2021.00055,Year: 2021
A Blockchain-based Contactless Delivery System for Addressing COVID-19 and Other Pandemics,"Pratiksha Mittal;
Austin Walthall;
Pinchen Cui;
Anthony Skjellum;
Ujjwal Guin",https://ieeexplore.ieee.org/document/9680505/,10.1109/Blockchain53845.2021.00060,Year: 2021
Block Interval Adjustment Based on Block Propagation Time in a Blockchain,"Masumi Arakawa;
Kazuyuki Shudo",https://ieeexplore.ieee.org/document/9881613/,10.1109/Blockchain55522.2022.00035,Year: 2022
A Minimal Disclosure Signature Authentication Scheme Based on Consortium Blockchain,"Zelin Yang;
Hui Ma;
Mingchao Ai;
Meijie Zhan;
Gaofei Wu;
Yuqing Zhang",https://ieeexplore.ieee.org/document/9881851/,10.1109/Blockchain55522.2022.00079,Year: 2022
A Privacy-Preserving Voting Protocol on Blockchain,"Wenbin Zhang;
Yuan Yuan;
Yanyan Hu;
Shaohua Huang;
Shengjiao Cao;
Anuj Chopra;
Sheng Huang",https://ieeexplore.ieee.org/document/8457825/,10.1109/CLOUD.2018.00057,Year: 2018
Authenticated Multi-Version Index for Blockchain-based Range Queries on Historical Data,"Shlomi Linoy;
Suprio Ray;
Natalia Stakhanova",https://ieeexplore.ieee.org/document/9881819/,10.1109/Blockchain55522.2022.00032,Year: 2022
Performance Evaluation of Data Transactions in Blockchain,"Antonio Welligton dos Santos Abreu;
Emanuel Ferreira Coutinho;
Carla Ilane Moreira Bezerra",https://ieeexplore.ieee.org/document/9667139/,10.1109/TLA.2022.9667139,Year: 2022
3BI-ECC: a Decentralized Identity Framework Based on Blockchain Technology and Elliptic Curve Cryptography,"Daniel Maldonado-Ruiz;
Jenny Torres;
Nour El Madhoun",https://ieeexplore.ieee.org/document/9223300/,10.1109/BRAINS49436.2020.9223300,Year: 2020
A Blockchain Proxy for Lightweight IoT Devices,"Gero Dittmann;
Jens Jelitto",https://ieeexplore.ieee.org/document/8787553/,10.1109/CVCBT.2019.00015,Year: 2019
Punishment not Reward: Disincentivising Blockchain Application Misbehaviour,Richard Banach,https://ieeexplore.ieee.org/document/8751232/,10.1109/BLOC.2019.8751232,Year: 2019
An Overview and Current Status of Blockchain Simulators,"Remigijus Paulavičius;
Saulius Grigaitis;
Ernestas Filatovas",https://ieeexplore.ieee.org/document/9461114/,10.1109/ICBC51069.2021.9461114,Year: 2021
Connecting AI-based Oracles to Blockchains via an Auditable Auction Protocol,"Bernardo Sata;
Aizar Berlanga;
Caroline P. C. Chanel;
Jérôme Lacan",https://ieeexplore.ieee.org/document/9569808/,10.1109/BRAINS52497.2021.9569808,Year: 2021
Edge Computing Network Ecosystem Based on Blockchain,"Long Jin;
Jianhua Adu",https://ieeexplore.ieee.org/document/9845044/,10.1109/ICBCTIS55569.2022.00033,Year: 2022
Enterprise Blockchain Use Cases,Joseph Holbrook,https://ieeexplore.ieee.org/document/9822627/,10.1002/9781119557722.ch8,Year: 2020
Understanding Blockchain Technology: The Costs and Benefits of Decentralization,Morgen Peck,https://ieeexplore.ieee.org/courses/details/EDP522,,Year: 2018
Blockchain Basics,Baxter Hines,https://ieeexplore.ieee.org/document/9893488/,10.1002/9781394174775,Year: 2021
Enterprise Blockchain Sales and Solutions Engineering,Joseph Holbrook,https://ieeexplore.ieee.org/document/9821766/,10.1002/9781119557722.ch5,Year: 2020
Research on Multidimensional Electronic Behavior Portrait Technology of Electronic Archives Based on Blockchain,"Han Shaoqin;
Li Jiangtao;
Zheng Shangzhuo",https://ieeexplore.ieee.org/document/9744836/,10.1109/EEBDA53927.2022.9744836,Year: 2022
Proof-of-Property - A Lightweight and Scalable Blockchain Protocol,"Christopher Ehmke;
Florian Wessling;
Christoph M. Friedrich",https://ieeexplore.ieee.org/document/8445059/,,Year: 2018
Research on Distributed Energy Network Transaction Model Based on Blockchain,"Zhixin Liu;
Hui Pang;
Yanan Li;
Shijie Li",https://ieeexplore.ieee.org/document/9759120/,10.1109/CBFD52659.2021.00069,Year: 2021
Research and Application of Smart Government Approval Based on Blockchain,"Chunyan Guo;
Jie Sun",https://ieeexplore.ieee.org/document/9807726/,10.1109/CCAI55564.2022.9807726,Year: 2022
Is the user identity perception influenced by the blockchain technology?,Andreea-Elena Panait,https://ieeexplore.ieee.org/document/9280530/,10.1109/ISI49825.2020.9280530,Year: 2020
Post study of Blockchain in smart health environment,"Mansukhdeep Kaur;
Mohsin Murtaza;
Mostafa Habbal",https://ieeexplore.ieee.org/document/9371819/,10.1109/CITISIA50690.2020.9371819,Year: 2020
Use of Blockchain Technology to Fight Trade in Counterfeit Goods,Tuğba Bekman,https://ieeexplore.ieee.org/document/9558947/,10.1109/UBMK52708.2021.9558947,Year: 2021
Storing Blockchain Data in Public Storage,"Khikmatillo Tulkinbekov;
Deok-Hwan Kim",https://ieeexplore.ieee.org/document/9528568/,10.1109/ICUFN49451.2021.9528568,Year: 2021
Blockchain-Enabled Immunization System: A Novel Idea to Leverage Reliability and Traceability,"Sobiya Arsheen;
Khaleel Ahmad",https://ieeexplore.ieee.org/document/9824500/,10.1109/INCET54531.2022.9824500,Year: 2022
From Oracles to Trustworthy Data On-Chaining Systems,"Jonathan Heiss;
Jacob Eberhardt;
Stefan Tai",https://ieeexplore.ieee.org/document/8946220/,10.1109/Blockchain.2019.00075,Year: 2019
BATS: A Blockchain-based Authentication and Trust Management System in Vehicular Networks,"Mehrdad Salimitari;
Mohsen Joneidi;
Yaser P. Fallah",https://ieeexplore.ieee.org/document/9680563/,10.1109/Blockchain53845.2021.00053,Year: 2021
A Blockchain-based Multi-layer Decentralized Framework for Robust Federated Learning,"Di Wu;
Nai Wang;
Jiale Zhang;
Yuan Zhang;
Yong Xiang;
Longxiang Gao",https://ieeexplore.ieee.org/document/9892039/,10.1109/IJCNN55064.2022.9892039,Year: 2022
Integration of Fog Computing and Blockchain Technology Using the Plasma Framework,"Michael Herbert Ziegler;
Marcel Großmann;
Udo R. Krieger",https://ieeexplore.ieee.org/document/8751308/,10.1109/BLOC.2019.8751308,Year: 2019
BlockZoom: Large-Scale Blockchain Testbed,"Wazen M. Shbair;
Mathis Steichen;
Jérôme François;
Radu State",https://ieeexplore.ieee.org/document/8751230/,10.1109/BLOC.2019.8751230,Year: 2019
Enterprise Blockchain for Grid Modernization,Dr. Claudio Lima,https://ieeexplore.ieee.org/courses/details/EDP551,,Year: 2019
Understanding Blockchain Technology: The Bitcoin Case Study,Morgen Peck,https://ieeexplore.ieee.org/courses/details/EDP520,,Year: 2018
Enterprise Blockchain Economics,Joseph Holbrook,https://ieeexplore.ieee.org/document/9823059/,10.1002/9781119557722.ch6,Year: 2020
Enterprise Blockchain Overview,Steve Derezinski,https://ieeexplore.ieee.org/courses/details/EDP550,,Year: 2019
Blockchain‐Driven Internet of Things,"Bin Cao;
Weikang Liu;
Mugen Peng",https://ieeexplore.ieee.org/document/9598513/,10.1002/9781119790839.ch4,Year: 2022
Understanding Enterprise Blockchain Consensus,Joseph Holbrook,https://ieeexplore.ieee.org/document/9822995/,10.1002/9781119557722.ch4,Year: 2020
A Blockchained Federated Learning Framework for Cognitive Computing in Industry 4.0 Networks,"Youyang Qu;
Shiva Raj Pokhrel;
Sahil Garg;
Longxiang Gao;
Yong Xiang",https://ieeexplore.ieee.org/document/9134967/,10.1109/TII.2020.3007817,Year: 2021
Improving the Performance of Blockchain Sharding Protocols with Collaborative Transaction Verification,"Liuyang Ren;
Paul A. S. Ward;
Bernard Wong",https://ieeexplore.ieee.org/document/9680599/,10.1109/Blockchain53845.2021.00071,Year: 2021
BlockConfess: Towards an Architecture for Blockchain Constraints and Forensics,"Sabrina Kirrane;
Claudio Di Ciccio",https://ieeexplore.ieee.org/document/9284664/,10.1109/Blockchain50366.2020.00078,Year: 2020
Design and Application of Product Traceability Blockchain-based Platform,"Yu Zhang;
Menglu Jin;
Guiping Zheng;
Hu Li",https://ieeexplore.ieee.org/document/9415658/,10.1109/SmartBlock52591.2020.00030,Year: 2020
Containerchain: A Blockchain System Emulator based on Mininet and Containers,"Saul Gill;
Brian Lee;
Yuansong Qiao",https://ieeexplore.ieee.org/document/9680491/,10.1109/Blockchain53845.2021.00074,Year: 2021
Anomaly Detection based on Traffic Monitoring for Secure Blockchain Networking,"Jinoh Kim;
Makiya Nakashima;
Wenjun Fan;
Simeon Wuthier;
Xiaobo Zhou;
Ikkyun Kim;
Sang-Yoon Chang",https://ieeexplore.ieee.org/document/9461119/,10.1109/ICBC51069.2021.9461119,Year: 2021
SmartSync: Cross-Blockchain Smart Contract Interaction and Synchronization,"Martin Westerkamp;
Axel Küpper",https://ieeexplore.ieee.org/document/9805524/,10.1109/ICBC54727.2022.9805524,Year: 2022
A Permissioned Blockchain with Proof of Location for Digital Cinema,Eric Diehl,https://ieeexplore.ieee.org/document/9569829/,10.1109/BRAINS52497.2021.9569829,Year: 2021
An Implementation of a Blockchain-based Data Marketplace using Geth,"Paulo Valente Klaine;
Lei Zhang;
Muhammad Ali Imran",https://ieeexplore.ieee.org/document/9569838/,10.1109/BRAINS52497.2021.9569838,Year: 2021
POSTER: Blockchain-based Key Management Protocol for Resource-Constrained IoT Devices,"Ahmed Alrehaili;
Aabid Mir",https://ieeexplore.ieee.org/document/9283793/,10.1109/SMART-TECH49988.2020.00065,Year: 2020
